id,subject,topic,question,A,B,C,D,answer,explanation,categoryKey,categoryLabel
1234,Programming,Concurrency Parallelism,What problem occurs when two threads try to modify the same variable simultaneously without synchronization?,Deadlock,Race condition,Memory leak,Stack overflow,B,A race condition occurs when the outcome depends on the non-deterministic ordering of thread execution â€” data gets corrupted.,programming,Programming (C++/Java/Python)
1235,Programming,Concurrency Parallelism,"In Python, what is the purpose of the GIL (Global Interpreter Lock)?",To speed up multi-threading,To prevent multiple native threads from executing Python bytecode simultaneously,To manage memory,To handle I/O operations,B,"The GIL ensures only one thread runs Python bytecode at a time, preventing race conditions in CPython but limiting true parallelism.",programming,Programming (C++/Java/Python)
1236,Programming,Software Dev Practices,What does DRY stand for in software development?,"Debug, Refactor, Yield",Don't Repeat Yourself,Do Recursive Yield,Dynamic Runtime Yoke,B,DRY (Don't Repeat Yourself) means avoid code duplication â€” each piece of logic should exist in one place only.,programming,Programming (C++/Java/Python)
1237,Programming,Software Dev Practices,What is code refactoring?,Adding new features,Restructuring existing code without changing its external behavior,Fixing bugs,Writing tests,B,"Refactoring improves code structure, readability, and maintainability without changing what the code does externally.",programming,Programming (C++/Java/Python)
1238,Programming,Debugging Testing,What is a unit test?,Testing the entire application,Testing a single function or method in isolation,Testing the user interface,Testing with real users,B,"A unit test verifies that a single, small unit of code (usually a function or method) behaves correctly in isolation.",programming,Programming (C++/Java/Python)
1239,Programming,Debugging Testing,What does a breakpoint do in a debugger?,Crashes the program,Pauses execution at a specific line so you can inspect state,Skips the current line,Removes a bug automatically,B,"A breakpoint tells the debugger to pause execution at that line, letting you inspect variable values and program state.",programming,Programming (C++/Java/Python)
1240,Data Structures,Foundations,What is the difference between an array and a linked list?,Arrays are slower; linked lists are faster,Arrays have fixed size with O(1) access; linked lists have dynamic size with O(n) access,Linked lists use less memory than arrays,Arrays can only store integers,B,Arrays provide O(1) random access but fixed size. Linked lists are dynamic but accessing the nth element requires O(n) traversal.,dsa,Data Structures & Algorithms
1241,Data Structures,Foundations,"Which data structure follows LIFO (Last In, First Out)?",Queue,Stack,Array,Linked List,B,A stack follows LIFO â€” the last element pushed is the first to be popped. Think of a stack of plates.,dsa,Data Structures & Algorithms
1242,Data Structures,Foundations,"Which data structure follows FIFO (First In, First Out)?",Stack,Priority Queue,Queue,Tree,C,A queue follows FIFO â€” the first element enqueued is the first to be dequeued. Think of a real-world queue/line.,dsa,Data Structures & Algorithms
1243,Data Structures,Stacks Queues,What operation adds an element to the top of a stack?,enqueue,push,insert,append,B,push adds an element to the top of a stack. pop removes from the top.,dsa,Data Structures & Algorithms
1244,Data Structures,Stacks Queues,Which data structure is used to implement function call management (recursion) in most systems?,Queue,Heap,Stack,Hash Table,C,"The call stack uses a stack data structure â€” each function call pushes a frame, and return pops it. This is why infinite recursion causes stack overflow.",dsa,Data Structures & Algorithms
1245,Data Structures,Stacks Queues,"A hospital emergency room processes patients by priority, not arrival order. Which data structure is BEST?",Queue,Stack,Priority Queue,Linked List,C,"A priority queue dequeues the highest-priority element first, regardless of insertion order â€” perfect for emergency triage.",dsa,Data Structures & Algorithms
1246,Data Structures,Stacks Queues,What is the time complexity of push and pop operations on a stack?,O(n),O(log n),O(1),O(nÂ²),C,Both push and pop on a stack are O(1) â€” constant time operations regardless of stack size.,dsa,Data Structures & Algorithms
1247,Data Structures,Searching Algorithms,What is the prerequisite for binary search?,The array must be sorted,The array must be unsorted,The array must have unique elements,The array must be of even length,A,Binary search requires a sorted array. It works by repeatedly halving the search space â€” this only works correctly on sorted data.,dsa,Data Structures & Algorithms
1248,Data Structures,Searching Algorithms,"In linear search, what is the worst-case time complexity?",O(1),O(log n),O(n),O(nÂ²),C,"Linear search checks each element one by one. In the worst case (element not found or at end), it checks all n elements: O(n).",dsa,Data Structures & Algorithms
1249,Data Structures,Searching Algorithms,Binary search on a sorted array of 1000 elements requires at most how many comparisons?,1000,500,10,100,C,Binary search: logâ‚‚(1000) â‰ˆ 10. Each comparison halves the search space.,dsa,Data Structures & Algorithms
1250,Data Structures,Searching Algorithms,Which search algorithm works on unsorted data?,Binary Search,Interpolation Search,Linear Search,Jump Search,C,Linear search works on unsorted data by checking each element sequentially. All other listed options require sorted data.,dsa,Data Structures & Algorithms
1251,Data Structures,Algorithm Design,What is the divide-and-conquer strategy?,Solve the problem without breaking it up,"Divide the problem into sub-problems, solve each, and combine results",Use loops instead of recursion,Solve from the end to the beginning,B,"Divide-and-conquer splits a problem into smaller sub-problems, solves each recursively, then combines results. Examples: merge sort, quicksort, binary search.",dsa,Data Structures & Algorithms
1252,Data Structures,Algorithm Design,What is dynamic programming?,Programming with dynamic typing,An algorithm design technique that stores solutions to sub-problems to avoid recomputation,A concurrent programming method,Programming using dynamic memory only,B,Dynamic programming solves complex problems by breaking them into overlapping sub-problems and storing results (memoization/tabulation) to avoid redundant computation.,dsa,Data Structures & Algorithms
1253,Data Structures,Algorithm Design,Which algorithm design technique tries all possible solutions and backtracks when a solution fails?,Greedy,Dynamic Programming,Backtracking,Divide and Conquer,C,Backtracking systematically tries all possibilities and abandons ('backtracks') a path as soon as it determines it cannot lead to a valid solution.,dsa,Data Structures & Algorithms
1254,Data Structures,Algorithm Design,What does a greedy algorithm do?,Tries all possibilities,Picks the locally optimal choice at each step,Uses recursion always,Sorts data before solving,B,"Greedy algorithms make the best local choice at each step, hoping it leads to a global optimum. Common trap: greedy doesn't always give the global optimum.",dsa,Data Structures & Algorithms
1255,Data Structures,String Algorithms,What is the time complexity of naive string matching (brute force)?,O(n),O(m),O(n*m),O(n+m),C,Brute force string matching checks each position in the text (n) and compares the pattern (m) at each position: O(n*m).,dsa,Data Structures & Algorithms
1256,Data Structures,String Algorithms,What does the KMP algorithm improve over brute force string matching?,Space usage,It avoids re-examining characters that were already matched,It only works on sorted strings,It reduces string length,B,"KMP (Knuth-Morris-Pratt) uses a failure function to skip re-comparing characters that were already matched, achieving O(n+m) time.",dsa,Data Structures & Algorithms
1257,Data Structures,String Algorithms,What is a palindrome?,A string that starts with a vowel,A string that reads the same forwards and backwards,A string with no spaces,A string with all unique characters,B,"A palindrome reads the same in both directions. Examples: 'racecar', 'level', 'madam'.",dsa,Data Structures & Algorithms
1258,Data Structures,Advanced Data Structures,What is a heap data structure?,A complete binary tree satisfying the heap property (parent â‰¥ or â‰¤ children),A sorted array,A type of hash table,A stack with priority,A,A heap is a complete binary tree where each parent is greater than (max-heap) or less than (min-heap) its children. Used in priority queues and heap sort.,dsa,Data Structures & Algorithms
1259,Data Structures,Advanced Data Structures,What is the time complexity of inserting into a balanced BST (Binary Search Tree)?,O(1),O(log n),O(n),O(nÂ²),B,"In a balanced BST, insert navigates from root to a leaf position: O(log n). In a degenerate (unbalanced) BST it can degrade to O(n).",dsa,Data Structures & Algorithms
1260,Data Structures,Advanced Data Structures,What does AVL tree maintain that a regular BST does not?,Sorted order,Balance (height difference of at most 1 between subtrees),Unique elements,Complete structure,B,AVL trees are self-balancing BSTs that maintain a height difference (balance factor) of at most 1 between left and right subtrees.,dsa,Data Structures & Algorithms
1261,Databases,Database Architecture,What is a three-tier architecture in database systems?,Three separate databases,"Presentation, Application, and Data layers separated into three tiers",Three tables in a database,Three different SQL queries,B,"Three-tier architecture separates the UI (presentation), business logic (application), and data storage (database) into independent layers.",databases,Databases
1262,Databases,Database Architecture,What is the role of a DBMS (Database Management System)?,To write application code,"To manage, store, and retrieve data efficiently while ensuring integrity and security",To design user interfaces,To manage computer hardware,B,"A DBMS provides an interface between users/applications and the physical data, handling storage, retrieval, integrity, and security.",databases,Databases
1263,Databases,Database Architecture,What is a schema in database terminology?,The actual data stored,"The structure/blueprint defining tables, columns, and relationships",A type of SQL query,A backup copy of the database,B,"A schema is the logical structure of the database â€” it defines tables, columns, data types, and relationships without containing the actual data.",databases,Databases
1264,Databases,Relational Algebra,What does the SELECT operation in relational algebra do?,Selects columns from a table,Filters rows based on a condition,Joins two tables,Sorts data,B,"In relational algebra, SELECT (Ïƒ) filters rows (tuples) based on a condition. Note: This is different from SQL SELECT which projects columns.",databases,Databases
1265,Databases,Relational Algebra,What does the PROJECT operation (Ï€) do in relational algebra?,Filters rows,Joins tables,Selects specific columns from a relation,Creates a new table,C,"PROJECT (Ï€) selects specific attributes (columns) from a relation, eliminating duplicates â€” equivalent to SQL SELECT with column names.",databases,Databases
1266,Databases,Relational Algebra,What is a natural join in relational algebra?,Joining tables on any condition,Joining tables by matching all columns with the same name,Joining all rows without conditions,A type of outer join,B,"Natural join automatically joins tables on all columns with identical names, eliminating duplicate columns in the result.",databases,Databases
1267,Databases,Keys,What is a primary key?,Any column in a table,A column (or combination) that uniquely identifies each row and cannot be NULL,A foreign key reference,A key used for indexing only,B,A primary key uniquely identifies each row. It must be unique and not NULL. Every table should have one.,databases,Databases
1268,Databases,Keys,What is a foreign key?,A key that is always unique,"A column that references the primary key of another table, enforcing referential integrity",The most important key in a table,A key used for faster searching,B,"A foreign key in one table references the primary key of another table, maintaining referential integrity between related tables.",databases,Databases
1269,Databases,Keys,What is a composite key?,A key that is encrypted,A primary key made up of two or more columns,A key shared between tables,A key with NULL values,B,"A composite key uses multiple columns together to uniquely identify a row, when no single column is sufficient.",databases,Databases
1270,Databases,Keys,What is a candidate key?,Any column that could be a primary key (unique + not null),A foreign key candidate,A temporary key,A key used in subqueries,A,"A candidate key is any column or combination that could serve as a primary key â€” it must be unique and not null. From candidates, one is chosen as the primary key.",databases,Databases
1271,Databases,Transaction Management,What does ACID stand for in database transactions?,"Access, Control, Index, Delete","Atomicity, Consistency, Isolation, Durability","Aggregate, Commit, Insert, Delete","Authentication, Caching, Integrity, Data",B,"ACID properties ensure reliable transaction processing: Atomicity (all or nothing), Consistency (valid state), Isolation (concurrent transactions don't interfere), Durability (committed data persists).",databases,Databases
1272,Databases,Transaction Management,What is atomicity in database transactions?,The transaction must be fast,"Either all operations in a transaction succeed, or none do",Transactions must be sorted,Each transaction runs in isolation,B,"Atomicity ensures a transaction is treated as a single unit â€” if any part fails, the entire transaction is rolled back.",databases,Databases
1273,Databases,Transaction Management,What does a ROLLBACK statement do?,Saves changes permanently,Undoes all changes made in the current transaction,Locks the table,Creates a backup,B,"ROLLBACK undoes all changes made during the current transaction, returning the database to its state before the transaction began.",databases,Databases
1274,Databases,Concurrency Control,What is a deadlock in database systems?,A slow query,"When two transactions each hold a lock the other needs, causing both to wait forever",A corrupted index,An unsatisfied foreign key,B,"Deadlock occurs when two (or more) transactions each hold resources the other needs, creating a circular wait that never resolves.",databases,Databases
1275,Databases,Concurrency Control,Which concurrency control method uses locks to prevent conflicts?,MVCC,Two-Phase Locking (2PL),Indexing,Normalization,B,"Two-Phase Locking (2PL) acquires all locks before releasing any, preventing conflicts. MVCC is another approach (used in PostgreSQL) that keeps multiple versions of data.",databases,Databases
1276,Databases,Indexing,What is the primary purpose of a database index?,To store data permanently,To speed up data retrieval by providing faster access paths,To enforce primary key constraints,To back up data,B,An index is a data structure (usually B-tree or hash) that allows the database to find rows quickly without scanning the entire table.,databases,Databases
1277,Databases,Indexing,What trade-off does adding an index to a table create?,"Faster reads, no downside","Faster reads, but slower writes and more storage","Slower reads, faster writes",No impact on performance,B,Indexes speed up SELECT queries but slow down INSERT/UPDATE/DELETE operations (because the index must be updated) and consume additional disk space.,databases,Databases
1278,Databases,Database Security,What is SQL injection?,Inserting NULL values,An attack where malicious SQL code is inserted into input fields to manipulate the database,A method of optimizing SQL,A backup technique,B,"SQL injection occurs when user input is embedded directly in SQL queries, allowing attackers to execute arbitrary SQL. Prevented by parameterized queries/prepared statements.",databases,Databases
1279,Databases,Database Security,Which technique prevents SQL injection attacks?,Using longer passwords,Parameterized queries / prepared statements,Encrypting the database,Disabling SQL,B,"Parameterized queries treat user input as data, not executable SQL â€” the most effective prevention for SQL injection.",databases,Databases
1280,Databases,Distributed Databases,What is a distributed database?,A database stored on a single server,A database spread across multiple physical locations connected by a network,A database with multiple tables,A cloud backup,B,"A distributed database stores data across multiple sites/nodes, appearing as a single logical database to users while physically being spread across locations.",databases,Databases
1281,Databases,Distributed Databases,What does the CAP theorem state?,"A distributed system can only guarantee 2 of 3: Consistency, Availability, Partition Tolerance","A database must be Consistent, Accurate, and Persistent","Cloud databases must support Caching, APIs, and Partitioning",Distributed systems always guarantee all three properties,A,"CAP theorem: distributed systems can only fully guarantee 2 of Consistency, Availability, or Partition tolerance simultaneously â€” a fundamental trade-off.",databases,Databases
1282,Databases,NoSQL Databases,Which type of NoSQL database stores data as key-value pairs?,Document store,Column-family store,Key-value store,Graph database,C,"Key-value stores (e.g., Redis, DynamoDB) store data as simple key-value pairs â€” extremely fast for simple lookups but limited querying capability.",databases,Databases
1283,Databases,NoSQL Databases,MongoDB is an example of which type of NoSQL database?,Key-value store,Document store,Graph database,Column-family store,B,"MongoDB stores data as JSON-like documents (BSON), making it a document store. Each document can have a different structure.",databases,Databases
1284,Databases,NoSQL Databases,When would you choose NoSQL over a relational database?,When data is highly structured and relational,When you need ACID transactions,"When data is unstructured, schema changes frequently, or horizontal scaling is needed",When data integrity is the top priority,C,"NoSQL excels at handling unstructured/semi-structured data, frequent schema evolution, and horizontal scaling â€” areas where rigid relational schemas struggle.",databases,Databases
1285,Web Development,Web Architecture Protocols,What is HTTP?,A programming language,A protocol for transferring hypertext (web pages) between client and server,A database system,A type of web server,B,HTTP (HyperText Transfer Protocol) is the foundation of web communication â€” it defines how clients request and servers deliver web content.,web_development,Web Development
1286,Web Development,Web Architecture Protocols,What is the difference between HTTP and HTTPS?,HTTPS is faster,HTTPS uses SSL/TLS encryption to secure data in transit; HTTP is unencrypted,HTTPS is a newer version of HTTP with no other changes,HTTP is for images only,B,"HTTPS = HTTP + SSL/TLS encryption. Data between client and server is encrypted, protecting against eavesdropping and man-in-the-middle attacks.",web_development,Web Development
1287,Web Development,Web Architecture Protocols,What does a 404 HTTP status code mean?,Server error,Request successful,Resource not found,Unauthorized access,C,"404 Not Found means the server couldn't find the requested resource. Common trap: 500 is server error, 401 is unauthorized, 200 is success.",web_development,Web Development
1288,Web Development,Web Architecture Protocols,What is REST in web development?,A programming language,"An architectural style for designing APIs using HTTP methods (GET, POST, PUT, DELETE)",A database query language,A type of web server,B,REST (Representational State Transfer) is an architectural style that uses standard HTTP methods and stateless communication for web APIs.,web_development,Web Development
1289,Web Development,Web Architecture Protocols,What does DNS do?,Encrypts web traffic,Translates domain names (like google.com) to IP addresses,Stores website files,Manages user authentication,B,DNS (Domain Name System) is the internet's phone book â€” it converts human-readable domain names to IP addresses that computers use.,web_development,Web Development
1290,Web Development,Backend Development,What is the difference between frontend and backend in web development?,"Frontend is for mobile, backend is for desktop",Frontend is what users see (browser); backend is server-side logic and database,Frontend uses Python; backend uses JavaScript,There is no difference,B,"Frontend (HTML/CSS/JS) runs in the browser and is what users interact with. Backend runs on servers, handling business logic, authentication, and data.",web_development,Web Development
1291,Web Development,Backend Development,Which of these is a backend web framework?,React,Vue.js,Express.js (Node.js),Bootstrap,C,Express.js is a backend framework for Node.js. React and Vue are frontend frameworks. Bootstrap is a CSS framework.,web_development,Web Development
1292,Web Development,Backend Development,What is an API (Application Programming Interface)?,A type of database,A contract that defines how software components communicate with each other,A programming language,A web browser,B,An API defines the methods and data formats applications use to communicate. Web APIs typically use HTTP to expose functionality.,web_development,Web Development
1293,Web Development,Server-Side Programming,What is server-side rendering (SSR)?,Rendering pages in the browser,Generating HTML on the server and sending the complete page to the client,A type of database operation,Caching server responses,B,SSR generates the HTML on the server for each request. The client receives a complete HTML page â€” better for SEO than client-side rendering.,web_development,Web Development
1294,Web Development,Server-Side Programming,What is a session in web development?,A permanent database record,Server-side storage of user state between HTTP requests,A type of HTTP method,A JavaScript variable,B,"Sessions store user state on the server (identified by a session ID in a cookie), allowing stateful behavior over the stateless HTTP protocol.",web_development,Web Development
1295,Web Development,Web APIs Integration,What format do most modern REST APIs use to exchange data?,XML,CSV,JSON,HTML,C,"JSON (JavaScript Object Notation) is the dominant data format for REST APIs â€” lightweight, human-readable, and natively supported by JavaScript.",web_development,Web Development
1296,Web Development,Web APIs Integration,What is the purpose of the GET HTTP method?,Submit form data,Delete a resource,Retrieve a resource without modifying it,Update a resource,C,"GET retrieves data. It should be idempotent (no side effects). POST submits data, PUT updates, DELETE removes.",web_development,Web Development
1297,Web Development,Web APIs Integration,"What does CORS stand for, and why does it matter?",Cross-Origin Resource Sharing â€” allows/restricts web pages from making requests to a different domain,Cached Online Request System â€” speeds up API calls,Computer Object Rendering Standard â€” for 3D graphics,Centralized Online Resource Server â€” for CDN management,A,"CORS is a browser security mechanism that controls cross-origin requests. Without proper CORS headers, browsers block requests to different domains.",web_development,Web Development
1298,Web Development,Web Performance,What is lazy loading?,A slow programming style,"Loading resources (images, code) only when they are needed, not upfront",A caching technique,A CSS animation,B,"Lazy loading defers loading of non-critical resources until they're needed (e.g., images load when scrolled into view), improving initial page load time.",web_development,Web Development
1299,Web Development,Web Performance,What does CDN stand for?,Central Data Network,Content Delivery Network â€” servers distributed globally to deliver content from locations closer to users,Computer Design Node,Cached Digital Network,B,"A CDN distributes content across geographically distributed servers, reducing latency by serving users from the nearest server.",web_development,Web Development
1300,Web Development,Web Testing Debugging,What is the browser's Developer Tools console used for?,Designing web pages,Writing backend code,"Viewing JavaScript errors, network requests, and debugging frontend code",Managing databases,C,"Browser DevTools provide debugging capabilities: console for JS errors/logs, Network tab for HTTP requests, Elements tab for DOM inspection.",web_development,Web Development
1301,Web Development,Web Testing Debugging,What is a unit test in web development?,Testing the entire website,Testing a small piece of functionality (function/component) in isolation,Testing with real users,Load testing,B,Unit tests verify individual functions or components work correctly in isolation from the rest of the system.,web_development,Web Development
1302,Web Development,Deployment Hosting,What does 'deploying' a web application mean?,Writing the code,Making the application available on a live server for users to access,Testing the application,Creating a database,B,Deployment is the process of putting an application onto a production server (or cloud platform) so real users can access it.,web_development,Web Development
1303,Web Development,Modern Web Practices,What is the purpose of package managers like npm (Node Package Manager)?,To manage database connections,"To install, manage, and share JavaScript packages/libraries",To deploy web applications,To test web pages,B,"npm manages JavaScript dependencies â€” it installs libraries your project needs, manages versions, and handles package distribution.",web_development,Web Development
1304,Web Development,Modern Web Practices,What is a Single Page Application (SPA)?,A website with only one HTML page of content,A web app that loads one HTML page and dynamically updates content without full page reloads,A mobile app,A server-side rendered website,B,"SPAs (built with React, Vue, Angular) load once and update the DOM dynamically using JavaScript, providing a smoother user experience than traditional multi-page sites.",web_development,Web Development
1305,Software Engineering,Software Risk Management,What is a risk in software engineering?,A confirmed bug,"An uncertain event that, if it occurs, could negatively affect the project",A completed feature,A type of software test,B,"A risk is a potential problem â€” uncertain but possible. Risk management identifies, assesses, and plans responses to risks before they become actual problems.",software_engineering,Software Engineering
1306,Software Engineering,Software Risk Management,What is risk mitigation?,Ignoring risks,Taking actions to reduce the probability or impact of a risk,Documenting risks only,Transferring the project,B,Risk mitigation involves proactive steps to reduce either the likelihood of a risk occurring or the damage it would cause if it does occur.,software_engineering,Software Engineering
1307,Software Engineering,Software Risk Management,Which is an example of risk avoidance?,Buying insurance for the risk,Deciding not to use an unproven technology to avoid technical risk,Monitoring the risk weekly,Preparing a contingency plan,B,"Risk avoidance eliminates the risk entirely by changing the project plan â€” e.g., avoiding unproven technology to avoid the technical risk it carries.",software_engineering,Software Engineering
1308,Software Engineering,Configuration Management,What is software configuration management (SCM)?,Managing server configurations,"Tracking and controlling changes to software artifacts (code, requirements, documentation) throughout the lifecycle",Configuring user accounts,Network configuration,B,"SCM manages changes to all software work products â€” ensuring versions are tracked, changes are controlled, and the team works consistently.",software_engineering,Software Engineering
1309,Software Engineering,Configuration Management,What is version control?,Checking software for errors,"A system for tracking changes to files over time, allowing revert and collaboration",A method of software testing,A type of database backup,B,"Version control (e.g., Git) records all changes to source code with timestamps and authorship, enabling rollback, branching, and team collaboration.",software_engineering,Software Engineering
1310,Software Engineering,Configuration Management,What is a Git branch?,A copy of the entire repository,An independent line of development allowing changes without affecting the main codebase,A type of merge conflict,A commit message,B,A branch in Git creates an independent line of development â€” changes can be made without affecting the main (master/main) branch until merged.,software_engineering,Software Engineering
1311,Software Engineering,Software Maintenance,What is corrective maintenance?,Adding new features,Improving performance,Fixing bugs discovered after deployment,Updating documentation,C,Corrective maintenance fixes defects discovered in the production system. It's the most reactive type of maintenance.,software_engineering,Software Engineering
1312,Software Engineering,Software Maintenance,What is adaptive maintenance?,Fixing bugs,"Modifying software to keep it working in a changed environment (new OS, database, hardware)",Adding new features,Improving code readability,B,Adaptive maintenance updates software to adapt to environmental changes â€” like upgrading to work with a new operating system or database version.,software_engineering,Software Engineering
1313,Software Engineering,Software Metrics,What does LOC (Lines of Code) measure?,Software quality,Software size/volume,Software performance,Test coverage,B,LOC measures the size of a software system by counting lines of source code â€” simple but limited as a quality metric.,software_engineering,Software Engineering
1314,Software Engineering,Software Metrics,What is cyclomatic complexity?,The number of classes in a program,A measure of code complexity based on the number of independent paths through the code,The number of lines of code,The number of bugs in a program,B,"Cyclomatic complexity counts the number of linearly independent paths through code â€” higher values indicate more complex, harder-to-test code.",software_engineering,Software Engineering
1315,Software Engineering,Software Metrics,What is code coverage in testing?,The number of test files,The percentage of source code executed during testing,The number of bugs found,The speed of tests,B,Code coverage measures what percentage of the codebase is executed during tests â€” higher coverage generally means more thorough testing.,software_engineering,Software Engineering
1316,Software Engineering,Software Security Engineering,What is the principle of least privilege?,Give all users admin access,Grant users and processes only the minimum permissions needed to perform their tasks,Use the simplest possible code,Never store passwords,B,Least privilege limits access rights â€” users and processes get only what they need. This limits damage from compromised accounts or software vulnerabilities.,software_engineering,Software Engineering
1317,Software Engineering,Software Security Engineering,What is a security code review?,Testing software performance,Examining source code to find security vulnerabilities before deployment,Writing security documentation,Encrypting the codebase,B,"Security code review is a systematic examination of source code to identify vulnerabilities like SQL injection, XSS, insecure crypto, etc., before they reach production.",software_engineering,Software Engineering
1318,Software Engineering,Software Quality Assurance,What is the difference between verification and validation?,They are the same thing,Verification: are we building the product right? Validation: are we building the right product?,Verification is for bugs; validation is for performance,Verification is done by users; validation is done by developers,B,Verification checks if the product meets specifications (built it right). Validation checks if specifications meet user needs (built the right thing).,software_engineering,Software Engineering
1319,Software Engineering,Agile Development,What is a Sprint in Scrum?,A type of software bug,A time-boxed iteration (usually 1-4 weeks) in which a potentially shippable product increment is created,A performance test,A code review process,B,A Sprint is a fixed-length work cycle in Scrum (typically 1-4 weeks) at the end of which a working increment of the product should be potentially deliverable.,software_engineering,Software Engineering
1320,Software Engineering,Agile Development,What happens in a Daily Standup (Daily Scrum)?,Full sprint planning,"A brief daily meeting where team members share: what they did, what they'll do, any blockers",Code review session,Client demo,B,The Daily Standup is a 15-minute synchronization meeting focused on three questions: What did I do yesterday? What will I do today? Any impediments?,software_engineering,Software Engineering
1321,AI ML,Mathematical Foundations,What is a gradient in machine learning?,The accuracy of a model,The direction and rate of steepest increase of a function â€” used to minimize loss in gradient descent,A type of neural network,A data preprocessing step,B,The gradient is a vector of partial derivatives indicating the direction of steepest increase. Gradient descent moves in the opposite direction to minimize the loss function.,ai_ml,AI / Machine Learning and Data Analytics
1322,AI ML,Mathematical Foundations,What is the purpose of the sigmoid function in neural networks?,To initialize weights,To squash any real number to a value between 0 and 1 (used in binary classification),To normalize input data,To prevent overfitting,B,"The sigmoid function Ïƒ(x) = 1/(1+e^(-x)) outputs values between 0 and 1, making it useful for binary classification output layers.",ai_ml,AI / Machine Learning and Data Analytics
1323,AI ML,Mathematical Foundations,What does a dot product of two vectors measure?,Their difference,The angle and similarity between them â€” fundamental to many ML calculations,Their element-wise product stored as a vector,Their Euclidean distance,B,"The dot product measures the projection of one vector onto another, representing similarity. High dot product = similar direction. Core to neural network forward pass calculations.",ai_ml,AI / Machine Learning and Data Analytics
1324,AI ML,Mathematical Foundations,What is a matrix multiplication requirement?,Both matrices must be square,The number of columns in the first matrix must equal the number of rows in the second,Both matrices must have the same dimensions,Matrix multiplication is always possible,B,"For AÃ—B: A must be (mÃ—n) and B must be (nÃ—p), resulting in an (mÃ—p) matrix. The inner dimensions must match.",ai_ml,AI / Machine Learning and Data Analytics
1325,AI ML,Python for AI,Which Python library is the foundation for numerical computing in AI/ML?,Pandas,Matplotlib,NumPy,Scikit-learn,C,"NumPy provides n-dimensional arrays and mathematical operations that are the foundation of all Python ML libraries. Pandas, Matplotlib, and Scikit-learn all build on NumPy.",ai_ml,AI / Machine Learning and Data Analytics
1326,AI ML,Python for AI,What is a DataFrame in Pandas?,A type of neural network,A 2-dimensional labeled data structure (like a table) for data manipulation,A plotting function,A machine learning model,B,A Pandas DataFrame is a 2D table with labeled rows and columns â€” the primary data structure for data analysis and preprocessing in Python.,ai_ml,AI / Machine Learning and Data Analytics
1327,AI ML,Python for AI,Which library provides pre-built machine learning algorithms in Python?,NumPy,Matplotlib,Scikit-learn,Seaborn,C,"Scikit-learn provides implementations of classification, regression, clustering, and other ML algorithms with a consistent API for easy use.",ai_ml,AI / Machine Learning and Data Analytics
1328,AI ML,Exploratory Data Analysis,What is EDA (Exploratory Data Analysis)?,A machine learning algorithm,"The process of analyzing datasets to summarize characteristics, find patterns, and spot anomalies before modeling",A type of neural network,A data storage format,B,"EDA is the initial investigation of data using statistics and visualization to understand distributions, relationships, missing values, and outliers before building models.",ai_ml,AI / Machine Learning and Data Analytics
1329,AI ML,Exploratory Data Analysis,Which measure of central tendency is MOST affected by outliers?,Mode,Median,Mean,Range,C,The mean (average) is heavily influenced by outliers since all values contribute equally to the calculation. The median is robust to outliers.,ai_ml,AI / Machine Learning and Data Analytics
1330,AI ML,Exploratory Data Analysis,What does a correlation coefficient of -0.9 between two variables indicate?,No relationship,Strong positive relationship,Strong negative relationship,Weak negative relationship,C,"A correlation of -0.9 indicates a strong negative linear relationship â€” as one variable increases, the other strongly decreases. Values near Â±1 are strong; near 0 are weak.",ai_ml,AI / Machine Learning and Data Analytics
1331,AI ML,Ensemble Learning,What is an ensemble method in machine learning?,Training a very deep neural network,Combining multiple models to produce better predictions than any single model,Using the largest dataset possible,Selecting only the best features,B,"Ensemble methods combine predictions from multiple models (e.g., voting, averaging, stacking) to improve accuracy, robustness, and reduce overfitting.",ai_ml,AI / Machine Learning and Data Analytics
1332,AI ML,Ensemble Learning,What is the key idea behind Random Forest?,Using one very deep decision tree,Building many decision trees on random subsets of data/features and averaging their predictions,Sorting data before training,Using gradient descent on trees,B,Random Forest builds many diverse decision trees (randomness in data sampling and feature selection) and aggregates their predictions to reduce variance and prevent overfitting.,ai_ml,AI / Machine Learning and Data Analytics
1333,AI ML,Ensemble Learning,What is boosting in ensemble learning?,Training models independently and averaging,Sequentially training models where each focuses on correcting errors of the previous model,Using larger neural networks,Data augmentation technique,B,"Boosting (e.g., XGBoost, AdaBoost) trains models sequentially â€” each new model focuses more on examples the previous ones misclassified, progressively improving accuracy.",ai_ml,AI / Machine Learning and Data Analytics
1334,AI ML,Feature Engineering,What is feature scaling?,Reducing the number of features,"Transforming features to a similar scale (e.g., 0-1 or standard normal) to prevent some features from dominating",Adding more features,Selecting important features,B,Feature scaling (normalization/standardization) ensures features with different units/ranges don't disproportionately influence distance-based algorithms like KNN and gradient descent.,ai_ml,AI / Machine Learning and Data Analytics
1335,AI ML,Feature Engineering,What is one-hot encoding used for?,Encrypting data,Converting categorical variables into binary columns (0/1) for use in ML models,Scaling numerical features,Removing outliers,B,"One-hot encoding converts categorical variables (e.g., colors: red, blue, green) into binary indicator columns â€” necessary because most ML algorithms require numerical input.",ai_ml,AI / Machine Learning and Data Analytics
